,Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
773,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,1,66a428de01ccbc61556d585b
774,Owls,Rhinos,Wasps,Owls,,Wasps,1,66a428de01ccbc61556d585b
776,Fruit Flies,Dolphins,(Hot Air) balloons,Fruit Flies,,(Hot Air) balloons,1,66a428de01ccbc61556d585b
777,Doves,Dolphins,Helicopters,Doves,,Helicopters,1,66a428de01ccbc61556d585b
778,Moths,Camels,Canaries,Moths,,Canaries,1,66a428de01ccbc61556d585b
779,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,66a428de01ccbc61556d585b
780,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,66a428de01ccbc61556d585b
781,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,66a428de01ccbc61556d585b
782,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,1,66a428de01ccbc61556d585b
783,Bees,Llamas,Cuckoos,Bees,,Cuckoos,1,66a428de01ccbc61556d585b
784,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,1,66a428de01ccbc61556d585b
785,Doves,Foxes,Helicopters,Doves,,Helicopters,1,66a428de01ccbc61556d585b
786,(Hot Air) balloons,Elephants,Bumblebees,(Hot Air) balloons,,Bumblebees,1,66a428de01ccbc61556d585b
787,Canaries,Cats,Rockets,Canaries,,Rockets,1,66a428de01ccbc61556d585b
788,Mosquitoes,Toads,Pheasants,Mosquitoes,,Pheasants,1,66a428de01ccbc61556d585b
789,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,0,66a428de01ccbc61556d585b
790,Bees,Squid,Chickadees,Bees,,Chickadees,1,66a428de01ccbc61556d585b
791,Pelicans,Ducks,Wasps,Pelicans,,Wasps,0,66a428de01ccbc61556d585b
792,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,66a428de01ccbc61556d585b
793,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,1,66a428de01ccbc61556d585b
794,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,66a428de01ccbc61556d585b
795,Airplanes,Rhinos,Crows,Airplanes,,Crows,1,66a428de01ccbc61556d585b
796,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,66a428de01ccbc61556d585b
797,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,0,66a428de01ccbc61556d585b
798,Cuckoos,Worms,Flies,Cuckoos,,Flies,1,66a428de01ccbc61556d585b
799,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,66a428de01ccbc61556d585b
800,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,66a428de01ccbc61556d585b
801,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,1,66a428de01ccbc61556d585b
802,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,1,66a428de01ccbc61556d585b
803,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,66a428de01ccbc61556d585b
804,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,66a428de01ccbc61556d585b
840,Swallows,Llamas,Helicopters,Swallows,,Helicopters,0,60465205820f850f2dc6a810
841,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,0,60465205820f850f2dc6a810
842,Swallows,Wolves,Wasps,Swallows,,Wasps,0,60465205820f850f2dc6a810
843,Storks,Panties,Zeppelins,Storks,,Zeppelins,0,60465205820f850f2dc6a810
844,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,0,60465205820f850f2dc6a810
845,Bees,Jeans,Zeppelins,Bees,,Zeppelins,0,60465205820f850f2dc6a810
847,Eagles,Wolves,Flies,Eagles,,Flies,0,60465205820f850f2dc6a810
849,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,0,60465205820f850f2dc6a810
850,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,0,60465205820f850f2dc6a810
851,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,0,60465205820f850f2dc6a810
852,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,0,60465205820f850f2dc6a810
853,Pelicans,Elephants,Rockets,Pelicans,,Rockets,0,60465205820f850f2dc6a810
854,Storks,Jeans,Rockets,Storks,,Rockets,0,60465205820f850f2dc6a810
855,Owls,Rhinos,Wasps,Owls,,Wasps,0,60465205820f850f2dc6a810
856,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,0,60465205820f850f2dc6a810
857,Herons,Pigs,Airplanes,Herons,,Airplanes,0,60465205820f850f2dc6a810
858,Falcons,Snakes,Helicopters,Falcons,,Helicopters,0,60465205820f850f2dc6a810
859,Canaries,Cats,Rockets,Canaries,,Rockets,0,60465205820f850f2dc6a810
860,Airplanes,Rhinos,Crows,Airplanes,,Crows,0,60465205820f850f2dc6a810
861,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,0,60465205820f850f2dc6a810
862,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,1,60465205820f850f2dc6a810
863,Bees,Squid,Chickadees,Bees,,Chickadees,0,60465205820f850f2dc6a810
864,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,0,60465205820f850f2dc6a810
865,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,0,60465205820f850f2dc6a810
866,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,0,60465205820f850f2dc6a810
867,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,60465205820f850f2dc6a810
868,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,0,60465205820f850f2dc6a810
869,Moths,Sheep,Storks,Moths,,Storks,0,60465205820f850f2dc6a810
870,Eagles,Cobras,Bats,Eagles,,Bats,0,60465205820f850f2dc6a810
871,Helicopters,Pots,Flies,Helicopters,,Flies,0,60465205820f850f2dc6a810
872,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,60465205820f850f2dc6a810
873,Rockets,Colanders,Flies,Rockets,,Flies,0,60465205820f850f2dc6a810
874,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,0,60465205820f850f2dc6a810
980,Cuckoos,Worms,Flies,Cuckoos,,Flies,1,5cfbf333ac28dd00196e807b
981,Mosquitoes,Toads,Pheasants,Mosquitoes,,Pheasants,1,5cfbf333ac28dd00196e807b
982,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,0,5cfbf333ac28dd00196e807b
983,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,1,5cfbf333ac28dd00196e807b
984,Canaries,Bison,Bees,Canaries,,Bees,1,5cfbf333ac28dd00196e807b
985,Bees,Squid,Chickadees,Bees,,Chickadees,1,5cfbf333ac28dd00196e807b
986,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,5cfbf333ac28dd00196e807b
987,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,5cfbf333ac28dd00196e807b
988,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,1,5cfbf333ac28dd00196e807b
989,Storks,Jeans,Rockets,Storks,,Rockets,1,5cfbf333ac28dd00196e807b
990,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,1,5cfbf333ac28dd00196e807b
991,Falcons,Snakes,Helicopters,Falcons,,Helicopters,1,5cfbf333ac28dd00196e807b
992,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,1,5cfbf333ac28dd00196e807b
993,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,1,5cfbf333ac28dd00196e807b
994,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,1,5cfbf333ac28dd00196e807b
995,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,5cfbf333ac28dd00196e807b
996,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,1,5cfbf333ac28dd00196e807b
997,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,5cfbf333ac28dd00196e807b
998,Doves,Dolphins,Helicopters,Doves,,Helicopters,1,5cfbf333ac28dd00196e807b
999,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5cfbf333ac28dd00196e807b
1000,Herons,Sheep,Airplanes,Herons,,Airplanes,1,5cfbf333ac28dd00196e807b
1001,Swallows,Piranhas,Rockets,Swallows,,Rockets,1,5cfbf333ac28dd00196e807b
1003,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,5cfbf333ac28dd00196e807b
1004,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,5cfbf333ac28dd00196e807b
1005,Robins,Penguins,Helicopters,Robins,,Helicopters,1,5cfbf333ac28dd00196e807b
1006,Owls,Rhinos,Wasps,Owls,,Wasps,1,5cfbf333ac28dd00196e807b
1007,Pelicans,Ducks,Wasps,Pelicans,,Wasps,1,5cfbf333ac28dd00196e807b
1008,Wasps,Snakes,Airplanes,Wasps,,Airplanes,1,5cfbf333ac28dd00196e807b
1009,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,5cfbf333ac28dd00196e807b
1010,Airplanes,Rhinos,Crows,Airplanes,,Crows,1,5cfbf333ac28dd00196e807b
1011,Canaries,Bassoons,Zeppelins,Canaries,,Zeppelins,1,5cfbf333ac28dd00196e807b
1012,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,5cfbf333ac28dd00196e807b
1013,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,5cfbf333ac28dd00196e807b
1014,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,1,5cfbf333ac28dd00196e807b
1050,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,661b3299bf19db77d7412b86
1051,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,661b3299bf19db77d7412b86
1052,Swallows,Piranhas,Rockets,Swallows,,Rockets,1,661b3299bf19db77d7412b86
1053,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,661b3299bf19db77d7412b86
1054,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,0,661b3299bf19db77d7412b86
1055,Canaries,Cats,Rockets,Canaries,,Rockets,1,661b3299bf19db77d7412b86
1056,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,661b3299bf19db77d7412b86
1057,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,1,661b3299bf19db77d7412b86
1058,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,1,661b3299bf19db77d7412b86
1060,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,661b3299bf19db77d7412b86
1062,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,1,661b3299bf19db77d7412b86
1063,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,661b3299bf19db77d7412b86
1064,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,661b3299bf19db77d7412b86
1065,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,1,661b3299bf19db77d7412b86
1066,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,661b3299bf19db77d7412b86
1067,Swallows,Wolves,Wasps,Swallows,,Wasps,1,661b3299bf19db77d7412b86
1068,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,661b3299bf19db77d7412b86
1069,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,1,661b3299bf19db77d7412b86
1070,Owls,Caimans,Zeppelins,Owls,,Zeppelins,1,661b3299bf19db77d7412b86
1071,Bees,Jeans,Zeppelins,Bees,,Zeppelins,1,661b3299bf19db77d7412b86
1072,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,661b3299bf19db77d7412b86
1073,Doves,Foxes,Helicopters,Doves,,Helicopters,1,661b3299bf19db77d7412b86
1074,Flies,Rays,Parakeets,Flies,,Parakeets,1,661b3299bf19db77d7412b86
1075,Doves,Dolphins,Helicopters,Doves,,Helicopters,1,661b3299bf19db77d7412b86
1076,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,1,661b3299bf19db77d7412b86
1077,Helicopters,Pots,Flies,Helicopters,,Flies,1,661b3299bf19db77d7412b86
1078,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,661b3299bf19db77d7412b86
1079,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,1,661b3299bf19db77d7412b86
1080,Herons,Sheep,Airplanes,Herons,,Airplanes,1,661b3299bf19db77d7412b86
1081,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,661b3299bf19db77d7412b86
1082,Bats,Iguanas,Butterflies,Bats,,Butterflies,1,661b3299bf19db77d7412b86
1083,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,661b3299bf19db77d7412b86
1084,Cuckoos,Worms,Flies,Cuckoos,,Flies,1,661b3299bf19db77d7412b86
1260,Swallows,Piranhas,Rockets,Swallows,,Rockets,0,5c50efd2cc71f4000125ce0d
1261,Flies,Pistols,Helicopters,Flies,,Helicopters,1,5c50efd2cc71f4000125ce0d
1262,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,0,5c50efd2cc71f4000125ce0d
1263,Herons,Pigs,Airplanes,Herons,,Airplanes,1,5c50efd2cc71f4000125ce0d
1264,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,0,5c50efd2cc71f4000125ce0d
1266,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,1,5c50efd2cc71f4000125ce0d
1267,Bees,Squid,Chickadees,Bees,,Chickadees,1,5c50efd2cc71f4000125ce0d
1268,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,1,5c50efd2cc71f4000125ce0d
1269,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,0,5c50efd2cc71f4000125ce0d
1270,Wasps,Snakes,Airplanes,Wasps,,Airplanes,0,5c50efd2cc71f4000125ce0d
1271,Moths,Sheep,Storks,Moths,,Storks,0,5c50efd2cc71f4000125ce0d
1272,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,0,5c50efd2cc71f4000125ce0d
1273,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5c50efd2cc71f4000125ce0d
1274,Owls,Caimans,Zeppelins,Owls,,Zeppelins,1,5c50efd2cc71f4000125ce0d
1275,Bees,Llamas,Cuckoos,Bees,,Cuckoos,0,5c50efd2cc71f4000125ce0d
1276,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,5c50efd2cc71f4000125ce0d
1277,Mosquitoes,Toads,Pheasants,Mosquitoes,,Pheasants,1,5c50efd2cc71f4000125ce0d
1278,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,1,5c50efd2cc71f4000125ce0d
1279,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,0,5c50efd2cc71f4000125ce0d
1280,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,0,5c50efd2cc71f4000125ce0d
1281,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,0,5c50efd2cc71f4000125ce0d
1282,Cuckoos,Worms,Flies,Cuckoos,,Flies,0,5c50efd2cc71f4000125ce0d
1283,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,0,5c50efd2cc71f4000125ce0d
1284,Bats,Iguanas,Butterflies,Bats,,Butterflies,1,5c50efd2cc71f4000125ce0d
1285,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,0,5c50efd2cc71f4000125ce0d
1286,Airplanes,Rhinos,Crows,Airplanes,,Crows,0,5c50efd2cc71f4000125ce0d
1287,Storks,Jeans,Rockets,Storks,,Rockets,0,5c50efd2cc71f4000125ce0d
1288,Sparrows,Saws,Rockets,Sparrows,,Rockets,0,5c50efd2cc71f4000125ce0d
1289,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,5c50efd2cc71f4000125ce0d
1290,Falcons,Snakes,Helicopters,Falcons,,Helicopters,1,5c50efd2cc71f4000125ce0d
1291,Robins,Snakes,Helicopters,Robins,,Helicopters,0,5c50efd2cc71f4000125ce0d
1292,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,1,5c50efd2cc71f4000125ce0d
1294,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,1,5c50efd2cc71f4000125ce0d
1295,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,5ee4aab1232e9d1b4d791bae
1296,Fruit Flies,Dolphins,(Hot Air) balloons,Fruit Flies,,(Hot Air) balloons,1,5ee4aab1232e9d1b4d791bae
1297,Owls,Caimans,Zeppelins,Owls,,Zeppelins,0,5ee4aab1232e9d1b4d791bae
1298,Eagles,Wolves,Flies,Eagles,,Flies,1,5ee4aab1232e9d1b4d791bae
1299,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,0,5ee4aab1232e9d1b4d791bae
1300,Flies,Pistols,Helicopters,Flies,,Helicopters,1,5ee4aab1232e9d1b4d791bae
1301,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,1,5ee4aab1232e9d1b4d791bae
1302,Rockets,Colanders,Flies,Rockets,,Flies,1,5ee4aab1232e9d1b4d791bae
1303,Doves,Foxes,Helicopters,Doves,,Helicopters,1,5ee4aab1232e9d1b4d791bae
1304,Bees,Squid,Chickadees,Bees,,Chickadees,1,5ee4aab1232e9d1b4d791bae
1305,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5ee4aab1232e9d1b4d791bae
1306,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,5ee4aab1232e9d1b4d791bae
1307,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,5ee4aab1232e9d1b4d791bae
1308,Owls,Rhinos,Wasps,Owls,,Wasps,1,5ee4aab1232e9d1b4d791bae
1309,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,1,5ee4aab1232e9d1b4d791bae
1310,Airplanes,Rhinos,Crows,Airplanes,,Crows,1,5ee4aab1232e9d1b4d791bae
1311,Canaries,Cats,Rockets,Canaries,,Rockets,1,5ee4aab1232e9d1b4d791bae
1312,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,5ee4aab1232e9d1b4d791bae
1314,Pelicans,Ducks,Wasps,Pelicans,,Wasps,0,5ee4aab1232e9d1b4d791bae
1315,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,5ee4aab1232e9d1b4d791bae
1316,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,5ee4aab1232e9d1b4d791bae
1317,Flies,Rays,Parakeets,Flies,,Parakeets,1,5ee4aab1232e9d1b4d791bae
1318,Robins,Penguins,Helicopters,Robins,,Helicopters,1,5ee4aab1232e9d1b4d791bae
1319,Swallows,Wolves,Wasps,Swallows,,Wasps,1,5ee4aab1232e9d1b4d791bae
1321,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,5ee4aab1232e9d1b4d791bae
1322,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,1,5ee4aab1232e9d1b4d791bae
1323,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,1,5ee4aab1232e9d1b4d791bae
1324,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,5ee4aab1232e9d1b4d791bae
1325,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,0,5ee4aab1232e9d1b4d791bae
1326,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,5ee4aab1232e9d1b4d791bae
1327,Helicopters,Pots,Flies,Helicopters,,Flies,1,5ee4aab1232e9d1b4d791bae
1328,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,5ee4aab1232e9d1b4d791bae
1329,Bees,Llamas,Cuckoos,Bees,,Cuckoos,1,5ee4aab1232e9d1b4d791bae
1330,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,612569afac9baa5313aa08a7
1331,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,1,612569afac9baa5313aa08a7
1332,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,1,612569afac9baa5313aa08a7
1333,Robins,Snakes,Helicopters,Robins,,Helicopters,1,612569afac9baa5313aa08a7
1334,(Hot Air) balloons,Elephants,Bumblebees,(Hot Air) balloons,,Bumblebees,1,612569afac9baa5313aa08a7
1335,Swallows,Piranhas,Rockets,Swallows,,Rockets,1,612569afac9baa5313aa08a7
1336,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,0,612569afac9baa5313aa08a7
1337,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,1,612569afac9baa5313aa08a7
1338,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,1,612569afac9baa5313aa08a7
1339,Chickadees,Levels,Rockets,Chickadees,,Rockets,0,612569afac9baa5313aa08a7
1340,Doves,Foxes,Helicopters,Doves,,Helicopters,1,612569afac9baa5313aa08a7
1341,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,612569afac9baa5313aa08a7
1342,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,612569afac9baa5313aa08a7
1343,Cuckoos,Worms,Flies,Cuckoos,,Flies,0,612569afac9baa5313aa08a7
1344,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,1,612569afac9baa5313aa08a7
1345,Fruit Flies,Dolphins,(Hot Air) balloons,Fruit Flies,,(Hot Air) balloons,1,612569afac9baa5313aa08a7
1346,Rockets,Colanders,Flies,Rockets,,Flies,1,612569afac9baa5313aa08a7
1347,Helicopters,Pots,Flies,Helicopters,,Flies,1,612569afac9baa5313aa08a7
1348,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,612569afac9baa5313aa08a7
1350,Swallows,Wolves,Wasps,Swallows,,Wasps,0,612569afac9baa5313aa08a7
1351,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,612569afac9baa5313aa08a7
1352,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,612569afac9baa5313aa08a7
1353,Bees,Squid,Chickadees,Bees,,Chickadees,0,612569afac9baa5313aa08a7
1354,Owls,Caimans,Zeppelins,Owls,,Zeppelins,1,612569afac9baa5313aa08a7
1355,Pheasants,Boots,(Hot Air) balloons,Pheasants,,(Hot Air) balloons,1,612569afac9baa5313aa08a7
1356,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,1,612569afac9baa5313aa08a7
1357,Bees,Llamas,Cuckoos,Bees,,Cuckoos,1,612569afac9baa5313aa08a7
1358,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,612569afac9baa5313aa08a7
1359,Canaries,Cats,Rockets,Canaries,,Rockets,1,612569afac9baa5313aa08a7
1360,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,612569afac9baa5313aa08a7
1361,Owls,Rhinos,Wasps,Owls,,Wasps,1,612569afac9baa5313aa08a7
1362,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,612569afac9baa5313aa08a7
1363,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,612569afac9baa5313aa08a7
1364,Canaries,Bison,Bees,Canaries,,Bees,1,612569afac9baa5313aa08a7
1400,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,0,5ef877bb6b0ed15b3f6ae106
1401,Rockets,Colanders,Flies,Rockets,,Flies,1,5ef877bb6b0ed15b3f6ae106
1402,Airplanes,Rhinos,Crows,Airplanes,,Crows,0,5ef877bb6b0ed15b3f6ae106
1403,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,1,5ef877bb6b0ed15b3f6ae106
1404,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,0,5ef877bb6b0ed15b3f6ae106
1405,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,5ef877bb6b0ed15b3f6ae106
1406,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,0,5ef877bb6b0ed15b3f6ae106
1407,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,5ef877bb6b0ed15b3f6ae106
1408,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,0,5ef877bb6b0ed15b3f6ae106
1409,Swallows,Llamas,Helicopters,Swallows,,Helicopters,0,5ef877bb6b0ed15b3f6ae106
1410,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,5ef877bb6b0ed15b3f6ae106
1411,Swallows,Wolves,Wasps,Swallows,,Wasps,0,5ef877bb6b0ed15b3f6ae106
1412,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,5ef877bb6b0ed15b3f6ae106
